Titel Geschäft;Link Dokument
Interpellation Nr. 135 Tim Cuénod betreffend der Öffnung des Gartenbades St. Jakob (Sportbad) Ende September / Anfang Oktober;https://grosserrat.bs.ch/?dnr=23.5527.01
Schriftliche Anfrage Johannes Sieber betreffend «künstliche Intelligenz» im Kunstschaffen und der Kulturförderung;https://grosserrat.bs.ch/?dnr=23.5524.01
Neubau Hebelschanze für den Sonderbestand Universitätsbibliothek sowie Instandsetzung und Erweiterung Bernoullianum zur Ausgabenbewilligung für die Projektierung sowie Zonen- und Linienänderung für die Hebelschanze im Bereich Hebelstrasse, Schönbeinstrasse, Klingelbergstrasse sowie Zonenänderungen im Bereich Pestalozzistrasse und St. Johanns-Ring und Abweisung der Einsprachen;https://grosserrat.bs.ch/?dnr=22.0872.02/22.0878.02
Interpellation Nr. 133 Joël Thüring betreffend »Samidoun - Tarnverein der terroristischen, marxistisch-leninistischen Palästinensischen Volksfront: Veranstaltungen/Verbindungen nach Basel und namentlich in linke Kreise»;https://grosserrat.bs.ch/?dnr=23.5523.01
Neubau Hebelschanze für den Sonderbestand Universitätsbibliothek sowie Instandsetzung und Erweiterung Bernoullianum zur Ausgabenbewilligung für die Projektierung sowie Zonen- und Linienänderung für die Hebelschanze im Bereich Hebelstrasse, Schönbeinstrasse, Klingelbergstrasse sowie Zonenänderungen im Bereich Pestalozzistrasse und St. Johanns-Ring und Abweisung der Einsprachen;https://grosserrat.bs.ch/?dnr=22.0872.02
Schriftliche Anfrage Adrian Iselin betreffend Sitzbänke bei der jungen Linde auf dem kleinen Platz zwischen Lindenberg, Utengasse und Rheingasse;https://grosserrat.bs.ch/?dnr=23.5522.01
Interpellation Nr. 132 Daniel Seiler betreffend Beschwerde des Kantons Basel-Stadt sowie der Einwohnergemeinde der Stadt Basel gegen die Verkehrsanordnung der Kantonspolizei Basel-Landschaft in der Rheinstrasse zwischen Augst und Pratteln;https://grosserrat.bs.ch/?dnr=23.5521.01
Interpellation Nr. 131 Pascal Messerli betreffend Angriffskrieg gegen Israel: Weshalb zeigt die Regierung nicht Flagge?;https://grosserrat.bs.ch/?dnr=23.5520.01
Anzug Olivier Battaglia und Konsorten betreffend Aufnahme der Grossratsgeschäfte und Abstimmungsdaten in die Open Government Data Plattform des Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=21.5430.02
Wahl eines nebenamtlichen Richters am Strafgericht für den Rest der laufenden Amtsdauer 2022 - 2027;https://grosserrat.bs.ch/dokumente/100405/000000405768.pdf
"Antrag Joël Thüring auf Einreichung einer Standesinitiative betreffend ""Mehr Geld zum Leben - Reduzierter Mehrwertsteuersatz für Strom""";https://grosserrat.bs.ch/?dnr=23.5516.01
Anzug Lisa Mathys und Konsorten betreffend Rahmenausgabebewilligung für den Ausbau der kantonalen PV-Anlagen und Einsatz einer Betriebsgesellschaft zur Umsetzung;https://grosserrat.bs.ch/?dnr=23.5515.01
Motion René Brigger und Konsorten betreffend Anpassung Basler Baurecht an die Solaroffensive;https://grosserrat.bs.ch/?dnr=23.5512.01
Anzug Daniel Sägesser und Konsorten betreffend Roadmap Lastoptimierung und Energiespeicherung;https://grosserrat.bs.ch/?dnr=23.5513.01
Anzug Daniel Sägesser und Konsorten betreffend Wahltarife mit dynamischen Energie- und Netznutzungspreisen für flexible elektrische Lasten;https://grosserrat.bs.ch/?dnr=23.5514.01
"Petition P468 ""Einführung von umfassender Aufklärung und Prävention gegen Allgemeine und sexuelle Belästigung in schulischen Bildungsprogrammen""";https://grosserrat.bs.ch/?dnr=23.5510.01
Anzug Oliver Bolliger und Melanie Nussbaumer betreffend Ausbau schadensmindernden Massnahmen in der Suchtarbeit;https://grosserrat.bs.ch/?dnr=23.5506.01
"Petition P467 ""Einführung eines obligatorischen Workshops zum Thema Umwelt und Nachhaltigkeit an den Sekundarschulen der Stadt Basel""";https://grosserrat.bs.ch/?dnr=23.5509.01
Interpellation Nr. 130 Stefan Wittlin betreffend Finanzierung von Covid-Tests;https://grosserrat.bs.ch/?dnr=23.5507.01
Schriftliche Anfrage Christian C. Moesch betreffend Demenzstrategie des Kantons;https://grosserrat.bs.ch/?dnr=23.5508.01
"Petition P469 ""Massnahmen gegen die ausufernde Drogenszene im Kleinbasel""";https://grosserrat.bs.ch/?dnr=23.5511.01
"Petition P465 ""Tempo 30 für die Neuweilerstrasse""";https://grosserrat.bs.ch/?dnr=23.5335.02
Anzug Daniel Albietz und Konsorten betreffend Fusion von IWB, Primeo/EBM sowie EBL;https://grosserrat.bs.ch/?dnr=23.5505.01
Interpellation Nr. 91 Oliver Bolliger betreffend Förderung der Betreuung im Alter im Kanton Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5357.02
Interpellation Nr. 112 Lisa Mathys betreffend Einschätzungen zur Verkehrsentwicklung im Osten der Stadt;https://grosserrat.bs.ch/?dnr=23.5426.02
Ratschlag zu einer Teilrevision des Gesetzes betreffend die Organisation der Gerichte und der Staatsanwaltschaft (Gerichtsorganisationsgesetz, GOG) zwecks Schaffung eines zusätzlichen Präsidiums am Strafgericht;https://grosserrat.bs.ch/?dnr=23.1304.01
Anzug Daniel Sägesser und Konsorten betreffend Funktionskontrolle bei den thermischen Solaranlagen;https://grosserrat.bs.ch/?dnr=21.5437.02
Ausgabenbewilligung für die Realisierung des Projekts SomPsyNet (Prävention psychosozialer Belastungsfolgen in der Somatik) für die Jahre 2024 und 2025;https://grosserrat.bs.ch/?dnr=23.1344.01
Interpellation Nr. 114 Jo Vergeat betreffend «Ist die Durchführung der UEFA Women's Euro 2025 in Basel gefährdet?»;https://grosserrat.bs.ch/?dnr=23.5433.02
Ratschlag «Neuorganisation des Amts für Justizvollzug, Anpassungen beim Personal und Ausbau der Betreuung in Basler Justizvollzugseinrichtungen»;https://grosserrat.bs.ch/?dnr=23.1356.01
Interpellation Nr. 111 Oliver Thommen betreffend Massnahmen während Hitzeperioden;https://grosserrat.bs.ch/?dnr=23.5420.02
"Staatsbeiträge an vier Trägerschaften im Suchthilfebereich des Kantons Basel-Stadt für die Jahre 2024 bis 2027; Staatsbeiträge an die Trägerschaften Stiftung Suchthilfe Region Basel, Stiftung Sucht, Stiftung Blaues Kreuz/MUSUB beider Basel und Verein frau sucht gesundheit";https://grosserrat.bs.ch/?dnr=23.1357.01
Ausgabenbericht betreffend «Bewilligung von Staatsbeiträgen an das Jüdische Museum der Schweiz für die Jahre 2024 bis 2027»;https://grosserrat.bs.ch/?dnr=23.1320.01
Interpellation Nr. 97 Salome Bessenich betreffend Finanzierung der Praktikumsplätze für die Ausbildung der Hebammen;https://grosserrat.bs.ch/?dnr=23.5363.02
Interpellation Nr. 128 Niggi Daniel Rechsteiner betreffend Wirksamkeit der Vier-Säulen-Politik;https://grosserrat.bs.ch/?dnr=23.5501.01
Schriftliche Anfrage Christian C. Moesch betreffend «Kantonale Unterstützung spitalambulanter Leistungen für Patienten mit psychischen Belastungen»;https://grosserrat.bs.ch/?dnr=23.5502.01
Schriftliche Anfrage Annina von Falkenstein betreffend Freie Musikschule Basel;https://grosserrat.bs.ch/?dnr=23.5503.01
"Petition P464 ""Für eine sichere Veloroute auf dem Luzernerring""";https://grosserrat.bs.ch/?dnr=23.5225.02
Interpellation Nr. 102 Stefan Wittlin betreffend Verkauf der Allmendflächen der Globus-Arkaden;https://grosserrat.bs.ch/?dnr=23.5394.02
Interpellation Nr. 115 Melanie Eberhard betreffend Förderung der niederschwelligen Beratungsangebote für Kinder und Jugendliche mit psychischer Belastung;https://grosserrat.bs.ch/?dnr=23.5435.02
Ratschlag «Bauinvestitionen Universitätsspital Basel - Gewährung eines Darlehens zur Mitfinanzierung der Neubauten Klinikum 2 (Phase 1, Turm) und Klinikum 3»;https://grosserrat.bs.ch/?dnr=23.1367.01
Schriftliche Anfrage Catherine Alioth betreffend Förderung von «Quanten-Computing»;https://grosserrat.bs.ch/?dnr=23.5387.02
Zahl der den Wahlkreisen der Stadt Basel und den Gemeinden Bettingen und Riehen im Grossen Rat zustehenden Sitze, Wahlen 2024;https://grosserrat.bs.ch/?dnr=23.1353.01
Interpellation Nr. 129 Michael Hug betreffend Erhalt des Café Spitz als Kleinbasler Gesellschaftshaus;https://grosserrat.bs.ch/?dnr=23.5504.01
Interpellation Nr. 90 Daniel Seiler betreffend Drucksachen und Jahresberichte;https://grosserrat.bs.ch/?dnr=23.5356.02
Ratschlag betreffend Bewilligungen von Staatsbeiträgen an die Beyeler Museum AG für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.1343.01
Interpellation Nr. 92 Eric Weber betreffend Hacker in den Social Media;https://grosserrat.bs.ch/?dnr=23.5358.02
Interpellation Nr. 120 Pascal Messerli betreffend die Lohngleichheitskontrollen im öffentlichen Beschaffungswesen für kleine Unternehmen;https://grosserrat.bs.ch/?dnr=23.5441.02
"Anzug Salome Bessenich und Konsorten betreffend ""Ferienstrassen"" für Basel: Temporäre kinderfreundliche Umnutzung von Quartierstrassen während der Sommerferien";https://grosserrat.bs.ch/?dnr=21.5512.02
Schriftliche Anfrage Franziska Roth betreffend Dienststellen und Staatsbeitragsempfänger im freien Strommarkt;https://grosserrat.bs.ch/?dnr=23.5338.02
Interpellation Nr. 127 Franz-Xaver Leonhardt betreffend Schulwegsicherheit bei der Münchensteinerbrücke;https://grosserrat.bs.ch/?dnr=23.5499.01
Schriftliche Anfrage Brigitte Gysin betreffend Massnahmen zum Schutz vor gesundheitlichen Hitzefolgen;https://grosserrat.bs.ch/?dnr=23.5500.01
Anzug Balz Herter und Konsorten betreffend Vorbereitung auf Extremwetterereignisse;https://grosserrat.bs.ch/?dnr=23.5480.01
"Anzug Christine Keller und Konsorten betreffend mehr Biodiversität auf Grünflächen - ""Bunte Wiesen statt Rasen""";https://grosserrat.bs.ch/?dnr=23.5492.01
Motion Luca Urgese und Konsorten betreffend Gleichbehandlung von Ehegatten und Konkubinatspaaren bei der Erbschafts- und Schenkungssteuer;https://grosserrat.bs.ch/?dnr=23.5497.01
Anzug Eric Weber betreffend Sauber Stadt Basel - Bussgelder für Kippen-Sünder;https://grosserrat.bs.ch/?dnr=23.5496.01
Schriftliche Anfrage Eric Weber betreffend «Bewusster ernähren»;https://grosserrat.bs.ch/?dnr=23.5487.01
Schriftliche Anfrage Eric Weber betreffend Steuerzahler, die sich in Basel abmelden;https://grosserrat.bs.ch/?dnr=23.5483.01
Anzug Eric Weber betreffend Rathaus-Turm öffentlich machen;https://grosserrat.bs.ch/?dnr=23.5493.01
Anzug Adrian Iselin und Konsorten betreffend Umnutzung Büroflächen zu Wohnraum;https://grosserrat.bs.ch/?dnr=23.5473.01
Schriftliche Anfrage Eric Weber betreffend Klimafitte Pflanzen wählen;https://grosserrat.bs.ch/?dnr=23.5486.01
Schriftliche Anfrage Harald Friedl betreffend Modernisierung der Basler Klärschlammverbrennungsanlage;https://grosserrat.bs.ch/?dnr=23.5489.01
Anzug Eric Weber betreffend Lärm verursacht Stress und macht krank;https://grosserrat.bs.ch/?dnr=23.5495.01
Schriftliche Anfrage Eric Weber betreffend wie sagt der Kanton den Kippen den Kampf an;https://grosserrat.bs.ch/?dnr=23.5484.01
Anzug Anouk Feurer und Konsorten betreffend Mobile Spielplätze;https://grosserrat.bs.ch/?dnr=23.5475.01
Anzug Fleur Weibel und Konsorten betreffend Deeskalation bei Kundgebungen;https://grosserrat.bs.ch/?dnr=23.5472.01
Anzug Balz Herter und Konsorten betreffend gemeinsames Wachsen von Bevölkerung und Sicherheit;https://grosserrat.bs.ch/?dnr=23.5479.01
Anzug Eric Weber betreffend der Plan von einer abgekühlten Stadt;https://grosserrat.bs.ch/?dnr=23.5494.01
Schriftliche Anfrage Eric Weber betreffend wie viele städtische Mitarbeiter spart die Digitalisierung?;https://grosserrat.bs.ch/?dnr=23.5481.01
Anzug Tim Cuénod und Konsorten betreffend Kapazitätsausbau bei der Buslinie 36 und möglicher Schaffung einer Schnellbus-Ringlinie;https://grosserrat.bs.ch/?dnr=23.5491.01
Interpellation Nr. 126 Anina Ineichen betreffend Sofortmassnahmen im Solarausbau;https://grosserrat.bs.ch/?dnr=23.5488.01
Schriftliche Anfrage Eric Weber betreffend möglicher Zugunfall in Basel;https://grosserrat.bs.ch/?dnr=23.5482.01
Schriftliche Anfrage Eric Weber betreffend Wasser (Regenwasser sammeln und mit Köpfchen spülen);https://grosserrat.bs.ch/?dnr=23.5485.01
Anzug der Justiz-, Sicherheits- und Sportkommission betreffend Transparenz über den Einsatz von algorithmischen Systemen in der Verwaltung;https://grosserrat.bs.ch/?dnr=23.5474.01
Motion Jo Vergeat und Konsorten betreffend aktives Stimm- und Wahlrecht für 16-Jährige;https://grosserrat.bs.ch/?dnr=19.5161.03
Schriftliche Anfrage Johannes Sieber betreffend wann gibt's wieder Open-Air Konzerte im Joggeli?;https://grosserrat.bs.ch/?dnr=23.5393.02
Schriftliche Anfrage Michael Hug betreffend Verhalten des Fachausschusses Literatur bei der Behandlung des Fördergeld-Gesuches eines Schriftstellers;https://grosserrat.bs.ch/?dnr=23.5367.02
Interpellation Nr. 125 Christian C. Moesch betreffend Strompreis in Basel sowie der angekündigten Erhöhung per 1.1.2024;https://grosserrat.bs.ch/?dnr=23.5476.01
Schriftliche Anfrage Sasha Mazzotti betreffend Massnahmen zu Gunsten Quereinsteiger:innenausbildung zur Lehrperson;https://grosserrat.bs.ch/?dnr=23.5376.02
Anzug Christoph Hochuli und Konsorten betreffend Öffnung der Unterführung Grenzacherstrasse für Velos/E-Bikes/Motorfahrräder;https://grosserrat.bs.ch/?dnr=21.5710.02
Interpellation Nr. 93 Brigitte Gysin betreffend Zensurvorwurf gegenüber Fachausschuss Literatur BS/BL;https://grosserrat.bs.ch/?dnr=23.5359.02
Staatsbeitrag für die Koordinationsstelle Freiwillige für Flüchtlinge (KOFFF) für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.0728.01
Ausgabenbericht betreffend «Bewilligung eines Staatsbeitrags an HEKS Geschäftsstelle beider Basel für die Jahre 2024-2027»;https://grosserrat.bs.ch/?dnr=23.1317.01
Motion Luca Urgese und Konsorten betreffend automatisch ausgefüllte Steuererklärung;https://grosserrat.bs.ch/?dnr=23.5477.01
Schriftliche Anfrage Oliver Bolliger betreffend Umgang der Sozialhilfe Basel-Stadt mit Mietzinsgrenzwerten;https://grosserrat.bs.ch/?dnr=23.5390.02
Schriftliche Anfrage Johannes Sieber betreffend Auswirkungen der kantonalen Kulturförderung auf die Kunstfreiheit und das Kulturschaffen;https://grosserrat.bs.ch/?dnr=23.5369.02
Anzug Melanie Nussbaumer und Konsorten betreffend Alleinerziehende vor Armut schützen;https://grosserrat.bs.ch/?dnr=21.5438.02
Motion Lorenz Amiet und Konsorten betreffend «Wider die Auswüchse bei Lohngleichheitsanalysen im kantonalen Beschaffungswesen»;https://grosserrat.bs.ch/?dnr=23.5478.01
"Bericht der Interparlamentarischen Geschäftsprüfungskommission der Universität Basel (IGPK Universiät) zum Bericht des Regierungsrates betreffend Berichterstattung zum Leistungsauftrag 2022 der Universität Basel; Partnerschaftliches Geschäft";https://grosserrat.bs.ch/?dnr=23.0739.02
Konsolidierte Rechnung des Kantons Basel-Stadt für das Jahr 2022;https://grosserrat.bs.ch/?dnr=23.5471.01
Interpellation Nr. 123 Mahir Kabakci betreffend die Sicherheitssituation im Kleinbasel;https://grosserrat.bs.ch/?dnr=23.5469.01
Schreiben der Finanzkommission zum Tätigkeitsbericht 2022 der Finanzkontrolle;https://grosserrat.bs.ch/?dnr=23.5456.01
Interpellation Nr. 124 Eric Weber betreffend Gewalt in Freibädern in Basel;https://grosserrat.bs.ch/?dnr=23.5470.01
Interpellation Nr. 122 Lydia Isler-Christ betreffend Haltung des Regierungsrats zur Anpassung der Tarifstruktur für ambulante Physiotherapie;https://grosserrat.bs.ch/?dnr=23.5468.01
Schriftliche Anfrage Christoph Hochuli betreffend Mediationen in Jugendstrafverfahren;https://grosserrat.bs.ch/?dnr=23.5457.01
"Anzug Gianna Hablützel-Bürki und Konsorten betreffend ""Ausschaffung krimineller Ausländer - der Regierungsrat soll beim Bund Druck machen""";https://grosserrat.bs.ch/?dnr=23.5462.01
"Anzug Patrick Fischer und Konsorten betreffend ""Gemeinsame Grenzschutzübungen in der Region Basel mit der Armee""";https://grosserrat.bs.ch/?dnr=23.5466.01
Motion Patrick Fischer und Konsorten betreffend «Anpassung des Datenschutzgesetzes in Bezug auf die Videoüberwachung»;https://grosserrat.bs.ch/?dnr=23.5460.01
Motion Joël Thüring und Konsorten betreffend «Verlängerung der Videoüberwachung auf der Dreirosenanlage»;https://grosserrat.bs.ch/?dnr=23.5459.01
Schriftliche Anfrage Joël Thüring betreffend Baustellen, Verspätungen, Auslastung, Restwertvernichtung und teure Energie: Was kosten die BVB uns an Steuergeld und Klimabilanz?;https://grosserrat.bs.ch/?dnr=23.5458.01
"Anzug Roger Stalder und Konsorten betreffend ""Mehr Grenzschutz - mehr Sicherheit""";https://grosserrat.bs.ch/?dnr=23.5465.01
"Anzug Lorenz Amiet und Konsorten betreffend ""Bâlert - Kantonale App für eine Sofortalarmierung der Polizei""";https://grosserrat.bs.ch/?dnr=23.5467.01
"Anzug Felix Wehrli und Konsorten betreffend ""Für mehr Klarheit: BODYCAMS für die Kantonspolizei""";https://grosserrat.bs.ch/?dnr=23.5464.01
"Anzug Pascal Messerli und Konsorten betreffend ""Mobile Polizeiposten in den Quartieren""";https://grosserrat.bs.ch/?dnr=23.5461.01
"Anzug Daniela Stumpf und Konsorten betreffend ""Beleuchtungskonzept für ein sicheres Basel""";https://grosserrat.bs.ch/?dnr=23.5463.01
Motion Christoph Hochuli und Konsorten betreffend Velopasserelle vom Gundeli über die Bahngeleise zum Elsässertor;https://grosserrat.bs.ch/?dnr=23.5452.01
Antrag Andrea Strahm und Konsorten auf Einreichung einer Standesinitiative zur Einführung einer nationalen Elternzeit;https://grosserrat.bs.ch/?dnr=23.5448.01
Schriftliche Anfrage Amina Trevisan betreffend Kinder- und Jugendarmut;https://grosserrat.bs.ch/?dnr=23.5449.01
Schriftliche Anfrage Mahir Kabakci betreffend Kunstrasenfelder in Basel-Stadt;https://grosserrat.bs.ch/?dnr=23.5447.01
Schriftliche Anfrage Daniel Albietz betreffend tibetisch-buddhistisches Kalachakra-Mandala im Kunstmuseum;https://grosserrat.bs.ch/?dnr=23.5450.01
Schriftliche Anfrage Michela Seggiani betreffend Massnahmen zur Situation der Drogenszene im unteren Kleinbasel;https://grosserrat.bs.ch/?dnr=23.5455.01
Schriftliche Anfrage Melanie Eberhard betreffend zur Radonkonzentration in Basler Schulen;https://grosserrat.bs.ch/?dnr=23.5451.01
Anzug Daniel Seiler und Konsorten betreffend defizitären Versorgungsgrad des Kantons mit Hausärztinnen und Hausärzten;https://grosserrat.bs.ch/?dnr=23.5454.01
Anzug Brigitte Gysin und Konsorten betreffend Ausbreitung der Tigermücke;https://grosserrat.bs.ch/?dnr=23.5453.01
"Motion Sandra Bothe und Konsorten betreffend ""Keine Ausgrenzung von Kindern in den Tagesferien auf Grund der Schulwahl""";https://grosserrat.bs.ch/?dnr=22.5081.03 23.1307.01
Motion Claudio Miozzari und Konsorten betreffend gesetzliche Regelungen für die Tagesstruktur und Ferienangebote;https://grosserrat.bs.ch/?dnr=21.5508.03 23.1307.01
Schriftliche Anfrage Jo Vergeat betreffend Lavabos an öffentlichen Recyclingstationen;https://grosserrat.bs.ch/?dnr=23.5374.02
Bewilligung von Staatsbeiträgen an den Ausstellungsraum Klingental für die Jahre 2024 bis 2026;https://grosserrat.bs.ch/?dnr=23.1278.01
Ratschlag zur Anpassung des Schulgesetzes vom 4. April 1929;https://grosserrat.bs.ch/?dnr=23.1307.01
Motion Brigitte Gysin und Konsorten betreffend Vertretung der Tagesstrukturen in den Schulräten;https://grosserrat.bs.ch/?dnr=22.5397.03 23.1307.01
Schriftliche Anfrage Jo Vergeat betreffend gesamtheitliche/s Areal-Organisation/-Management St. Jakobs-Areal;https://grosserrat.bs.ch/?dnr=23.5375.02
Bericht und Antrag der Wahlvorbereitungskommission über die Besetzung der Ombudsstelle des Kantons Basel-Stadt für die Amtsdauer 2024 - 2029;https://grosserrat.bs.ch/?dnr=23.5446.01
Schriftliche Anfrage Joël Thüring betreffend «Nach Nein zu den Flüchtlings-Containerdörfern: Öffnet der Regierungsrat endlich die Zivilschutzanlagen oder will er die Quartierbevölkerung weiter belasten?»;https://grosserrat.bs.ch/?dnr=23.5371.02
Schriftliche Anfrage Pascal Pfister betreffend Monitoring von und Umgang mit Long Covid;https://grosserrat.bs.ch/?dnr=23.5364.02
Anzug Edibe Gölgeli und Konsorten betreffend Einführung Tagesschulen;https://grosserrat.bs.ch/?dnr=18.5390.04 23.1307.01
Anzug Kaspar Sutter und Konsorten betreffend familiengerechte Ferienbetreuung in den Tagesstrukturen;https://grosserrat.bs.ch/?dnr=17.5195.05 23.1307.01
Bewilligung von Staatsbeiträgen an den Basler Kunstverein für die Jahre 2024 bis 2027;https://grosserrat.bs.ch/?dnr=23.1277.01
Motion Jean-Luc Perret und Konsorten für den unterirdischen Schutz von Grünanlagenzonen;https://grosserrat.bs.ch/?dnr=23.5217.02
Bewilligung eines Staatsbeitrags an GGG Migration für die Jahre 2024-2027;https://grosserrat.bs.ch/?dnr=23.1272.01
Schriftliche Anfrage Barbara Heer betreffend Beleghebammen als Erfolgsmodell, aber wer bezahlt die Rechnung?;https://grosserrat.bs.ch/?dnr=23.5366.02
Schriftliche Anfrage Nicola Goepfert betreffend Härtefallbewilligungen für Sans-Papiers;https://grosserrat.bs.ch/?dnr=23.5378.02
Anzug Stefan Wittlin und Konsorten betreffend Infrastruktur für Schwimmunterricht an der Primarschule;https://grosserrat.bs.ch/?dnr=21.5424.02
"Bericht der Interparlamentarischen Geschäftsprüfungskommission für das Universitäts-Kinderspital beider Basel (UKBB) - Genehmigung der Jahresrechnung 2022; Partnerschaftliches Geschäft";https://grosserrat.bs.ch/?dnr=23.0547.02
"Kantonale Volksinitiative ""Hafen für alle - Freiräume statt Luxusprojekte!""";https://grosserrat.bs.ch/?dnr=21.1523.04
Interpellation Nr. 119 Melanie Nussbaumer betreffend neue Gebühren für Geburtsurkunden;https://grosserrat.bs.ch/?dnr=23.5440.01
Schriftliche Anfrage Pascal Messerli betreffend Zusammensetzung der Freizeitgartenkommission sowie irreführende Informationen auf der Homepage der Stadtgärtnerei;https://grosserrat.bs.ch/?dnr=23.5443.01
Interpellation Nr. 117 Michela Seggiani betreffend Ozonbelastung in Basel;https://grosserrat.bs.ch/?dnr=23.5438.01
Interpellation Nr. 120 Pascal Messerli betreffend die Lohngleichheitskontrollen im öffentlichen Beschaffungswesen für kleine Unternehmen;https://grosserrat.bs.ch/?dnr=23.5441.01
Interpellation Nr. 121 Bruno Lötscher-Steiger betreffend Brücken und Strassen in fremden Händen;https://grosserrat.bs.ch/?dnr=23.5442.01
Interpellation Nr. 118 Beda Baumgartner betreffend Zukunft des Jugendzentrums «Chillout» in Kleinhüningen - werden die Jugendlichen im Stich gelassen?;https://grosserrat.bs.ch/?dnr=23.5439.01
Schriftliche Anfrage Joël Thüring betreffend «Stadtbelebungs-Fonds - wer bekommt was und wie oft?»;https://grosserrat.bs.ch/?dnr=23.5436.01
Interpellation Nr. 115 Melanie Eberhard betreffend Förderung der niederschwelligen Beratungsangebote für Kinder und Jugendliche mit psychischer Belastung;https://grosserrat.bs.ch/?dnr=23.5435.01
Interpellation Nr. 116 Beat K. Schaller betreffend selektive Reaktionsgeschwindigkeit des Regierungsrates;https://grosserrat.bs.ch/?dnr=23.5437.01
Schriftliche Anfrage Annina von Falkenstein betreffend Provisorium «internationaler Busbahnhof»;https://grosserrat.bs.ch/?dnr=23.5434.01
Motion Luca Urgese und Konsorten betreffend Umnutzung des Roche-Parkhauses an der Schwarzwaldallee zu einem Quartierparking;https://grosserrat.bs.ch/?dnr=23.5114.02
Vorgezogenes Budgetpostulat für 2024 Heidi Mück, Erziehungsdepartement, Dienststelle 290, Jugend, Familie und Sport, Transferaufwand (offene Kinder- und Jugendarbeit), Schreiben des RR;https://grosserrat.bs.ch/?dnr=23.5011.02
Vorgezogenes Budgetpostulat zum Budget 2024 Barbara Heer, Erziehungsdepartement, Dienststelle 290, Jugend, Familie und Sport, Personalaufwand (Frühschwimmen in Gartenbädern), Schreiben des RR;https://grosserrat.bs.ch/?dnr=23.5010.02
Vorgezogenes Budgetpostulat zum Budget 2024 Barbara Heer, Erziehungsdepartement, Dienststelle 290, Jugend, Familie und Sport, Personalaufwand, Öffnungszeiten Gartenbäder;https://grosserrat.bs.ch/?dnr=23.5009.02
Interpellation Nr. 79 Nicole Kuster betreffend Einsetzung einer «Task Force Wohnen» mit dem Ziel, zusätzlichen Wohnraum rasch schaffen zu können;https://grosserrat.bs.ch/?dnr=23.5311.02
Schriftliche Anfrage Franz-Xaver Leonhardt betreffend Gaststadtpolitik Basel-Stadt;https://grosserrat.bs.ch/?dnr=22.5591.02
"Bericht der Bildungs- und Kulturkommission zur Petition P459 ""Kita ist kein Kinderspiel""";https://grosserrat.bs.ch/?dnr=23.5024.02 21.0998.05
"Schriftliche Anfrage Tim Cuénod betreffend der Nutzung der ehemaligen Räumlichkeiten des ""A2"" unter der St. Jakobs-Arena";https://grosserrat.bs.ch/?dnr=23.5330.02
Budget 2024 - Vorgezogene Budgetpostulate, Schreiben des RR;https://grosserrat.bs.ch/?dnr=22.1785.01
Schriftliche Anfrage Georg Mattmüller betreffend Evaluation Behindertenhilfegesetz des Kantons;https://grosserrat.bs.ch/?dnr=23.5352.02
Schriftliche Anfrage Lea Wirz betreffend überlastetes Zivilstandsamt;https://grosserrat.bs.ch/?dnr=23.5353.02
Motion Tonja Zürcher und Konsorten betreffend keine Preiserhöhungen beim TNW;https://grosserrat.bs.ch/?dnr=23.5231.02
Schriftliche Anfrage Michela Seggiani betreffend Überprüfung der Möglichkeit einer Kantonalen Krankenkasse;https://grosserrat.bs.ch/?dnr=23.5350.02
Anzug David Jenny und Konsorten betreffend systematische Überprüfung der Vergütungen von Mitgliedern in Gremien des Kantons Basel-Stadt;https://grosserrat.bs.ch/?dnr=18.5225.04
Interpellation Nr. 83 Pascal Pfister betreffend Folgen der Erhöhung des Referenzzinssatzes und Massnahmen zum Schutz der Mieter:innen;https://grosserrat.bs.ch/?dnr=23.5317.02
Interpellation Nr. 114 Jo Vergeat betreffend «Ist die Durchführung der UEFA Women's Euro 2025 in Basel gefährdet?»;https://grosserrat.bs.ch/?dnr=23.5433.01
Interpellation Nr. 78 Adrian Iselin betreffend Umnutzung leerstehender Büroflächen in Wohnraum;https://grosserrat.bs.ch/?dnr=23.5310.02
"Programm zur Dickdarmkrebs-Vorsorge sowie zum Mammografie-Screening mit dem Verein Krebsliga beider Basel im Kanton Basel-Stadt für die Jahre 2024-2027; Vertragsgenehmigung und Ausgabenbewilligung";https://grosserrat.bs.ch/?dnr=23.1223.01
Schriftliche Anfrage Christine Keller betreffend Beiträge für betreuende Angehörige;https://grosserrat.bs.ch/?dnr=23.5351.02
Motion Daniel Seiler und Konsorten betreffend Massnahmen zur Beschleunigung von kantonalen Bauprojekten;https://grosserrat.bs.ch/?dnr=23.5211.02
Interpellation Nr. 72 Felix Wehrli betreffend Anpassungen des Polizeigesetzes (PolG) zum Schutz von Kinder, Jugendlichen und Erwachsenen vor einer offenen Drogenszene an div. Orten im Kleinbasel;https://grosserrat.bs.ch/?dnr=23.5296.02
Interpellation Nr. 85 Nicola Goepfert betreffend keine neue Gasinfrastruktur in der Langen Erle;https://grosserrat.bs.ch/?dnr=23.5319.02
